adapters,predicted_score,heldout_score,feasible,slice_id,method
duyphu_4909ad74_a335_4972_9ed8+hongngo_7e251dfc_e0f7_4f73_aae+datlaaaaaaa_e8cccbe1_c136_409a,24.299657823010243,17.24497385025021,0,qwen25_real_m50_balanced_random_seed20260503,linear
duyphu_7aba420b_74ac_4209_b514+thaffggg_8a78a9b2_d3fa_4615_b8+duyphu_0112d9da_9934_4614_b233,23.04079679821329,4.971403925876945,0,qwen25_real_m50_balanced_random_seed20260505,linear
adammandic87_3d7a58a6_4380_4e3+nbninh_0d8b128b_8753_46c3_b80f+datlaaaaaaa_e8cccbe1_c136_409a,22.16936776760344,6.012502384185758,0,qwen25_real_m50_balanced_random_seed20260505,linear
chauhoang_4909ad74_a335_4972_9+nhoxinh_0c66c9c5_5cc2_46a8_9db+nhung02_db2c9545_4607_487b_9cc,22.15786531126829,16.59534282684323,0,qwen25_real_m50_balanced_random_seed20260504,linear
nbninh_a1f78795_1b61_4923_9235+mrhunghd_9e58333c_df22_4a00_9c+nhung03_7b6cdc3c_7130_4c2c_a2c,22.057983985638405,7.784488868713346,0,qwen25_real_m50_circulant_balanced_seed20260503,linear
chauhoang_4909ad74_a335_4972_9+nbninh_a1f78795_1b61_4923_9235+mrhungddddh_9b1deaac_4565_48f2,21.605382479183987,18.50198812484738,0,qwen25_real_m50_balanced_random_seed20260505,linear
cunghoctienganh_b7496e73_1762+nhung02_db2c9545_4607_487b_9cc+adammandic87_f28f18cf_4abb_4db,21.48517079353411,16.88317365646359,0,qwen25_real_m50_balanced_random_seed20260503,linear
tuanna08go_c1cf0152_7ae6_43b6+nbninh_a1f78795_1b61_4923_9235+mrhungddddh_9b1deaac_4565_48f2,21.47053286294788,9.33676071166989,0,qwen25_real_m50_balanced_random_seed20260504,linear
thaffggg_8a78a9b2_d3fa_4615_b8+cunghoctienganh_c1cf0152_7ae6+nhoxinh_0c66c9c5_5cc2_46a8_9db,20.998655702869303,7.432451915740934,0,qwen25_real_m50_balanced_random_seed20260503,linear
cunghoctienganh_c1cf0152_7ae6+nblinh63_0eb73af3_0631_437a_ad+datlaaaaaaa_e8cccbe1_c136_409a,0.000877565198579,-0.4038416136520285,1,qwen25_real_m50_balanced_random_seed20260504,linear
tuanna08go_6af2bb68_a65f_4331+phungkhaccuong_2b1522e6_bef2_7+versil91_63cd5c4a_5a68_4c25_bd,0.0052189098684925,-0.4607230200730246,1,qwen25_real_m50_balanced_random_seed20260504,linear
chauhoang_4909ad74_a335_4972_9+phungkhaccuong_a992b7f5_9d18_c+mrhungddddh_fe499423_02f3_4cfd,0.0068518414211325,-0.0200827375161744,1,qwen25_real_m50_balanced_random_seed20260503,linear
lhong4759_f68c5c87_934d_4399_b+tuanna08go_6af2bb68_a65f_4331+mrhunghddddd_d692685b_fdb4_477,-0.013022738922048,-0.3000000000000009,1,qwen25_real_m50_balanced_random_seed20260504,linear
nhoxinh_2f944a50_cbd3_4334_af8+thaffggg_8c87f3d3_d4bb_475a_a8+mrhungddddh_fe499423_02f3_4cfd,-0.0136142001636342,-0.1823932487697989,1,qwen25_real_m50_circulant_balanced_seed20260503,linear
tuanna08go_6af2bb68_a65f_4331+nhoxinh_0c66c9c5_5cc2_46a8_9db+hongngo_9d92894f_7b7b_49e0_8f3,-0.0257996023631466,-0.0485624687548827,1,qwen25_real_m50_circulant_balanced_seed20260503,linear
thaffggg_8a78a9b2_d3fa_4615_b8+mrhunghd_9e58333c_df22_4a00_9c+mrhunghddddd_d692685b_fdb4_477,-0.0404940386629248,-0.2056430559476297,1,qwen25_real_m50_balanced_random_seed20260504,linear
laquythang_8444c3be_8779_4769+phungkhaccuong_a992b7f5_9d18_c+nblinh63_0eb73af3_0631_437a_ad,0.0418702984918425,-0.1114158820796767,1,qwen25_real_m50_balanced_random_seed20260505,linear
cunghoctienganh_b7496e73_1762+denbeo_d9ae91c0_fed9_4fb4_8ddd+mrhunghddddd_d692685b_fdb4_477,0.0442804045579892,-0.0532475334376969,1,qwen25_real_m50_balanced_random_seed20260504,linear
cunghoctienganh_4909ad74_a335+hongngo_687b8c72_c89b_4cb7_b7c+nblinh63_0eb73af3_0631_437a_ad,-0.0552666392102573,-0.8330534054807761,1,qwen25_real_m50_balanced_random_seed20260504,linear
versil91_e9f26c47_9b78_4e3f_81+phungkhaccuong_2b1522e6_bef2_7+mrhunghddddd_d692685b_fdb4_477,-0.0632847104675456,-0.2150264047662814,1,qwen25_real_m50_balanced_random_seed20260505,linear
versil91_e9f26c47_9b78_4e3f_81+nblinh63_0eb73af3_0631_437a_ad+mrhunghd_9e58333c_df22_4a00_9c,-0.0681194055302283,-0.3977333766429256,1,qwen25_real_m50_balanced_random_seed20260504,linear
datlaaaaaaa_cc1f8701_0976_4f48+tuanna08go_c1cf0152_7ae6_43b6+mrhunghddddd_d692685b_fdb4_477,-0.0747643739447466,-0.3047563552509987,1,qwen25_real_m50_balanced_random_seed20260505,linear
cunghoctienganh_c1cf0152_7ae6+cunghoctienganh_b7496e73_1762+mrhunghddddd_d692685b_fdb4_477,0.0860610935241922,0.0681515986701175,0,qwen25_real_m50_balanced_random_seed20260505,linear
lhong4759_f68c5c87_934d_4399_b+duyphu_7aba420b_74ac_4209_b514+nhoxinh_9214fc0d_4490_4bdd_9ff,0.0868542755023362,-0.0142881665794314,1,qwen25_real_m50_balanced_random_seed20260505,linear
tuanna08go_c1cf0152_7ae6_43b6+duyphu_4909ad74_a335_4972_9ed8+mrhungddddh_fe499423_02f3_4cfd,0.0895897863775767,-0.1120354489769321,1,qwen25_real_m50_balanced_random_seed20260505,linear
hongngo_9d92894f_7b7b_49e0_8f3+mrhunghddddd_d692685b_fdb4_477+datlaaaaaaa_e8cccbe1_c136_409a,-0.1004520289451069,-0.2040659491919669,1,qwen25_real_m50_balanced_random_seed20260504,linear
versil91_e9f26c47_9b78_4e3f_81+tuanna08go_6af2bb68_a65f_4331+nblinh63_0eb73af3_0631_437a_ad,0.1090983695730436,-0.6035742597981341,1,qwen25_real_m50_balanced_random_seed20260503,linear
cunghoctienganh_c1cf0152_7ae6+nblinh63_0eb73af3_0631_437a_ad+versil91_474890ea_012d_4a25_96,-0.1094415037658009,-0.3550993341292363,1,qwen25_real_m50_balanced_random_seed20260503,linear
adammandic87_3d7a58a6_4380_4e3+cunghoctienganh_4909ad74_a335+nblinh63_0eb73af3_0631_437a_ad,0.1107917294618458,0.60681825906667,0,qwen25_real_m50_balanced_random_seed20260505,linear
nbninh_0d8b128b_8753_46c3_b80f+nbninh_a1f78795_1b61_4923_9235+mrhunghddddd_d692685b_fdb4_477,-0.1115976670818932,0.1448538228667602,0,qwen25_real_m50_circulant_balanced_seed20260503,linear
tuanna08go_6af2bb68_a65f_4331+nbninh_0d8b128b_8753_46c3_b80f+mrhungddddh_911f6275_22fd_4f41,-0.1173023929352412,-0.3221074428783208,1,qwen25_real_m50_balanced_random_seed20260505,linear
tuanna08go_6af2bb68_a65f_4331+nbninh_0d8b128b_8753_46c3_b80f+mrhungddddh_fe499423_02f3_4cfd,-0.1190759939759014,-0.0571485138071163,1,qwen25_real_m50_balanced_random_seed20260504,linear
cunghoctienganh_4909ad74_a335+mrhungddddh_fe499423_02f3_4cfd+mrhungddddh_9b1deaac_4565_48f2,0.1262409239876332,0.0291776358660237,0,qwen25_real_m50_balanced_random_seed20260505,linear
duyphu_0112d9da_9934_4614_b233+mrhunghd_9e58333c_df22_4a00_9c+mrhungddddh_fe499423_02f3_4cfd,0.1265225958556888,0.2378269123605693,0,qwen25_real_m50_balanced_random_seed20260503,linear
